gene_symbol	gene_class	feature_label	n_features	min_distance	median_distance
Abhd5	invariant	K27ac_ChIP	39	176620.5	935161
Abhd5	invariant	P60	3	207718	309480.5
Abi3	invariant	ChromHMM_ActiveEnhancer	9	998224	1507824
Abi3	invariant	ENCODE	1	1694029	1694029
Abi3	invariant	K27ac_ChIP	54	328453.5	1524522.75
Abi3	invariant	P60	8	444552	1556421.5
Abitram	invariant	ChromHMM_ActiveEnhancer	63	63155	456355
Abitram	invariant	K27ac_ChIP	28	135.5	333886
Abitram	invariant	P60	1	309440	309440
Abl2	invariant	ChromHMM_ActiveEnhancer	83	14314	1495686
Abl2	invariant	K27ac_ChIP	26	334	1345172
Abl2	invariant	P60	2	1340771.5	1517250
Abr	invariant	ChromHMM_ActiveEnhancer	38	22542	1185000
Abr	invariant	K27ac_ChIP	68	48965	1251067
Abr	invariant	P60	5	349530.5	766225.5
Abraxas1	invariant	ChromHMM_ActiveEnhancer	17	450965	956765
Abraxas1	invariant	K27ac_ChIP	16	25051.5	1086199.25
Abraxas1	invariant	P60	2	1068841	1181809.25
Abt1	invariant	ChromHMM_ActiveEnhancer	41	10034	813034
Abt1	invariant	K27ac_ChIP	30	21395.5	741112.75
Abtb1	DEG_down	ChromHMM_ActiveEnhancer	88	8116	514866
Abtb1	DEG_down	K27ac_ChIP	58	619	937906
Abtb1	DEG_down	P60	2	1911469	1933569
Acaa2	DEG_down	ChromHMM_ActiveEnhancer	73	1303	762097
Acaa2	DEG_down	K27ac_ChIP	20	189.5	783168.25
Acaa2	DEG_down	P60	2	601764	678879.25
Acaca	invariant	ChromHMM_ActiveEnhancer	16	75772	1058128
Acaca	invariant	K27ac_ChIP	16	50281.5	709210.75
Acaca	invariant	P60	2	394918.5	614991.25
Acad10	invariant	ChromHMM_ActiveEnhancer	18	551214	1135700
Acad10	invariant	K27ac_ChIP	48	151186	868712.25
Acad10	invariant	P60	11	168810	673333.5
Acadm	DEG_down	ChromHMM_ActiveEnhancer	46	1332	619632
Acadm	DEG_down	K27ac_ChIP	16	113	733711.25
Acap2	invariant	ChromHMM_ActiveEnhancer	88	2745	394155
Acap2	invariant	K27ac_ChIP	43	655	674759
Acap2	invariant	P60	2	269280.5	613175.5
Acap3	invariant	ChromHMM_ActiveEnhancer	12	215722	720722
Acap3	invariant	ENCODE	1	620263	620263
Acap3	invariant	K27ac_ChIP	50	2703.5	613063
Acap3	invariant	P60	8	149816.5	661134.75
Acat1	DEG_up	ChromHMM_ActiveEnhancer	16	296682	1476268
Acat1	DEG_up	K27ac_ChIP	25	56717	1477195
Acat1	DEG_up	P60	2	280144	1022066
Acbd3	invariant	ChromHMM_ActiveEnhancer	80	67857	1205393
Acbd3	invariant	K27ac_ChIP	50	42360	1115862.75
Acbd3	invariant	P60	3	216739	1702462
Acbd4	DEG_down	ChromHMM_ActiveEnhancer	15	3818	1086718
Acbd4	DEG_down	K27ac_ChIP	49	1727	783211
Acbd4	DEG_down	P60	13	21611.5	883082
Acbd6	invariant	ChromHMM_ActiveEnhancer	91	3580	769720
Acbd6	invariant	K27ac_ChIP	31	445.5	766194.5
Acbd6	invariant	P60	3	340105.5	693062.5
Accs	invariant	ChromHMM_ActiveEnhancer	111	38043	632343
Accs	invariant	ENCODE	1	1440511.5	1440511.5
Accs	invariant	K27ac_ChIP	59	28415.5	697629
Accs	invariant	P60	6	60085	773827.75
Ache	DEG_down	ChromHMM_ActiveEnhancer	16	186619	1061919
Ache	DEG_down	K27ac_ChIP	28	1653	1330129.25
Ache	DEG_down	P60	5	238931	1471895.5
Acin1	invariant	ChromHMM_ActiveEnhancer	37	35069	435269
Acin1	invariant	K27ac_ChIP	35	42771.5	408408
Acin1	invariant	P60	5	61432.5	428966.5
Ackr1	invariant	ChromHMM_ActiveEnhancer	44	973	1231227
Ackr1	invariant	K27ac_ChIP	30	203.5	1139462.5
Ackr1	invariant	P60	3	29691	1005916.5
Ackr3	invariant	ChromHMM_ActiveEnhancer	42	146120	1006550
Ackr3	invariant	K27ac_ChIP	26	579383.5	1102963.75
Ackr3	invariant	P60	2	641342.5	1244224.25
Acmsd	invariant	ChromHMM_ActiveEnhancer	57	62313	223313
Acmsd	invariant	K27ac_ChIP	12	44993.5	297290
Aco2	invariant	ChromHMM_ActiveEnhancer	44	17191	1327050
Aco2	invariant	K27ac_ChIP	44	13763	944066.75
Aco2	invariant	P60	6	26085	974108
Acot12	invariant	ChromHMM_ActiveEnhancer	79	112	614212
Acot12	invariant	K27ac_ChIP	22	65934.5	803893
Acot7	DEG_down	ChromHMM_ActiveEnhancer	30	6266	1118950
Acot7	DEG_down	K27ac_ChIP	40	798	1060462
Acot7	DEG_down	P60	5	53767	1043843
Acot9	invariant	ChromHMM_ActiveEnhancer	17	113257	438057
Acot9	invariant	K27ac_ChIP	7	46661	1538109
Acox1	invariant	ChromHMM_ActiveEnhancer	24	100455	1385450
Acox1	invariant	ENCODE	1	981826.5	981826.5
Acox1	invariant	K27ac_ChIP	58	51398	961135.5
Acox1	invariant	P60	11	128875.5	1331525
Acox3	invariant	ChromHMM_ActiveEnhancer	67	30640	1148060
Acox3	invariant	ENCODE	1	1319694	1319694
Acox3	invariant	K27ac_ChIP	58	29744	1302816.25
Acox3	invariant	P60	4	210552	783994
Acp1	invariant	ChromHMM_ActiveEnhancer	78	302011	1109739
Acp1	invariant	K27ac_ChIP	36	382.5	1034196
Acp1	invariant	P60	3	996929.5	1034559
Acp2	invariant	ChromHMM_ActiveEnhancer	77	66185	750915
Acp2	invariant	ENCODE	1	1206546.5	1206546.5
Acp2	invariant	K27ac_ChIP	68	10.5	709733.75
Acp2	invariant	P60	11	67673	642457.5
Acp6	DEG_down	ChromHMM_ActiveEnhancer	34	50723	677923
Acp6	DEG_down	K27ac_ChIP	35	899.5	976664
Acp6	DEG_down	P60	2	1148531.5	1514324
Acsbg1	invariant	ChromHMM_ActiveEnhancer	20	31870	702400
Acsbg1	invariant	K27ac_ChIP	29	38112.5	994771
Acsbg1	invariant	P60	3	712500	1331632
Acsl3	invariant	ChromHMM_ActiveEnhancer	32	5975	546050
Acsl3	invariant	K27ac_ChIP	13	740.5	346281.5
Acsl4	invariant	ChromHMM_ActiveEnhancer	41	17835	416265
Acsl4	invariant	K27ac_ChIP	7	379.5	303658.5
Acss1	invariant	ChromHMM_ActiveEnhancer	61	81800	797400
Acss1	invariant	K27ac_ChIP	30	59961.5	935577
Acss2	invariant	ChromHMM_ActiveEnhancer	57	132348	1127252
Acss2	invariant	ENCODE	2	278977	906582.5
Acss2	invariant	K27ac_ChIP	58	200.5	971254.25
Acss2	invariant	P60	5	109063.5	963135
Acss3	invariant	ChromHMM_ActiveEnhancer	151	144432	1555368
Acss3	invariant	K27ac_ChIP	45	149006.5	1524967.5
Acss3	invariant	P60	1	159260.5	159260.5
Acta2	invariant	ChromHMM_ActiveEnhancer	35	44590	1869890
Acta2	invariant	K27ac_ChIP	14	63013	1520781
Actb	invariant	ChromHMM_ActiveEnhancer	20	48754	531300
Actb	invariant	K27ac_ChIP	18	180	404680
Actb	invariant	P60	2	88267	150804.75
Actg1	invariant	ChromHMM_ActiveEnhancer	22	86842	1178092
Actg1	invariant	ENCODE	1	1478112.5	1478112.5
Actg1	invariant	K27ac_ChIP	60	32049.5	829141
Actg1	invariant	P60	9	107095.5	817407.5
Actl6a	invariant	ChromHMM_ActiveEnhancer	42	43602	1419298
Actl6a	invariant	K27ac_ChIP	14	30691.5	1420095.25
Actl6b	invariant	ChromHMM_ActiveEnhancer	19	77883	1387417
Actl6b	invariant	K27ac_ChIP	34	21767	1538192.25
Actl6b	invariant	P60	7	27067	1583879
Actn2	DEG_up	ChromHMM_ActiveEnhancer	65	112340	387860
Actn2	DEG_up	K27ac_ChIP	27	83369	391293
Actn2	DEG_up	P60	1	286131	286131
Actr3	invariant	ChromHMM_ActiveEnhancer	35	3627	1415127
Actr3	invariant	K27ac_ChIP	6	964.5	1339337.5
Actrt3	DEG_down	ChromHMM_ActiveEnhancer	39	7439	676961
Actrt3	DEG_down	K27ac_ChIP	13	211	496423.5
Acvr1	DEG_down	ChromHMM_ActiveEnhancer	184	3957	903343
Acvr1	DEG_down	K27ac_ChIP	55	913	778383.5
Acvr1	DEG_down	P60	2	631368	857984.75
Acvr1c	DEG_down	ChromHMM_ActiveEnhancer	184	9595	1073295
Acvr1c	DEG_down	K27ac_ChIP	54	258.5	938716.75
Acvr1c	DEG_down	P60	2	840630	1067246.75
Acvr2a	invariant	ChromHMM_ActiveEnhancer	50	12591	816391
Acvr2a	invariant	K27ac_ChIP	23	1147.5	840402.5
Acvr2a	invariant	P60	2	842969.5	881846
Acyp1	invariant	ChromHMM_ActiveEnhancer	79	147462	1502062
Acyp1	invariant	K27ac_ChIP	65	8254	1403043
Acyp1	invariant	P60	9	445609.5	1594722
Acyp2	DEG_down	ChromHMM_ActiveEnhancer	65	23713	1146913
Acyp2	DEG_down	K27ac_ChIP	36	71	1194630.5
Acyp2	DEG_down	P60	2	1161880	1570027
Adam10	invariant	ChromHMM_ActiveEnhancer	13	196703	1084703
Adam10	invariant	K27ac_ChIP	19	21920	1296375.5
Adam10	invariant	P60	2	17809.5	141160
Adam12	DEG_up	ChromHMM_ActiveEnhancer	25	438246	1276046
Adam12	DEG_up	ENCODE	1	1436469	1436469
Adam12	DEG_up	K27ac_ChIP	41	466302.5	1422121
Adam12	DEG_up	P60	5	1151589	1339266
Adarb1	invariant	ChromHMM_ActiveEnhancer	100	6770	843980
Adarb1	invariant	K27ac_ChIP	71	1206	917440
Adarb1	invariant	P60	5	15928	615087
Adck1	invariant	ChromHMM_ActiveEnhancer	67	59946	1504746
Adck1	invariant	K27ac_ChIP	50	111	1490208
Adck1	invariant	P60	5	1324759.5	1477394
Adcy2	invariant	ChromHMM_ActiveEnhancer	24	521759	750600
Adcy2	invariant	K27ac_ChIP	23	416931.5	1361838.5
Adcy2	invariant	P60	1	531039.5	531039.5
Adcy6	DEG_up	ChromHMM_ActiveEnhancer	40	26624	830250
Adcy6	DEG_up	K27ac_ChIP	49	25808.5	860867
Adcy6	DEG_up	P60	7	332137	991863
Adcy8	DEG_down	ChromHMM_ActiveEnhancer	68	1304	868100
Adcy8	DEG_down	K27ac_ChIP	19	1611.5	878148.5
Adcy8	DEG_down	P60	1	892163	892163
Adcyap1	invariant	ChromHMM_ActiveEnhancer	2	40683	752550
Adcyap1	invariant	K27ac_ChIP	2	1550778	1593258
Add3	DEG_down	ChromHMM_ActiveEnhancer	24	49643	195550
Add3	DEG_down	K27ac_ChIP	23	1290	306325
Add3	DEG_down	P60	3	178217.5	216317.5
Adgra3	DEG_up	ChromHMM_ActiveEnhancer	51	209706	759606
Adgra3	DEG_up	K27ac_ChIP	13	210549	535008
Adgrb1	DEG_up	ChromHMM_ActiveEnhancer	73	6805	1463995
Adgrb1	DEG_up	K27ac_ChIP	49	2096	1425604
Adgrb1	DEG_up	P60	3	1856290	1874193
Adgre1	invariant	ChromHMM_ActiveEnhancer	19	81691	957991
Adgre1	invariant	K27ac_ChIP	32	83045	963571
Adgre1	invariant	P60	2	981629.5	1162828.25
Adgrf4	invariant	ChromHMM_ActiveEnhancer	32	160216	401284
Adgrf4	invariant	K27ac_ChIP	12	183946	806042.75
Adgrg1	DEG_up	ChromHMM_ActiveEnhancer	56	12649	1051451
Adgrg1	DEG_up	K27ac_ChIP	38	101135.5	982595.5
Adgrg1	DEG_up	P60	1	1082287.5	1082287.5
Adgrg6	invariant	ChromHMM_ActiveEnhancer	78	352959	824509
Adgrg6	invariant	K27ac_ChIP	27	365713	755423
Adgrg6	invariant	P60	3	478706.5	567871
Adgrl1	invariant	ChromHMM_ActiveEnhancer	64	81795	682505
Adgrl1	invariant	ENCODE	1	858868	858868
Adgrl1	invariant	K27ac_ChIP	62	188.5	707064.75
Adgrl1	invariant	P60	7	7363	704850
Adgrl2	DEG_up	ChromHMM_ActiveEnhancer	3	559945	560645
Adgrv1	DEG_down	ChromHMM_ActiveEnhancer	21	27346	692654
Adgrv1	DEG_down	K27ac_ChIP	7	25113	670105.5
Adi1	invariant	ChromHMM_ActiveEnhancer	65	20069	872069
Adi1	invariant	K27ac_ChIP	20	636	864937.5
Adi1	invariant	P60	2	862022	1031910.5
Adipor1	invariant	ChromHMM_ActiveEnhancer	88	107878	1356950
Adipor1	invariant	ENCODE	1	297374	297374
Adipor1	invariant	K27ac_ChIP	72	71979.5	673612
Adipor1	invariant	P60	8	108185.5	437449
Adk	DEG_down	ChromHMM_ActiveEnhancer	49	67926	466026
Adk	DEG_down	K27ac_ChIP	26	170.5	463547.5
Adnp2	invariant	ChromHMM_ActiveEnhancer	59	32182	627518
Adnp2	invariant	K27ac_ChIP	30	387.5	679579.25
Adnp2	invariant	P60	2	68549	593849.5
Adora1	invariant	ChromHMM_ActiveEnhancer	89	8869	1289531
Adora1	invariant	ENCODE	1	477321	477321
Adora1	invariant	K27ac_ChIP	73	1967	911885
Adora1	invariant	P60	9	17209.5	479786.5
Adora2a	invariant	ChromHMM_ActiveEnhancer	76	12577	340173
Adora2a	invariant	K27ac_ChIP	45	11906.5	543055
Adora2a	invariant	P60	2	358233.5	922269.75
Adpgk	invariant	ChromHMM_ActiveEnhancer	32	231342	1261208
Adpgk	invariant	K27ac_ChIP	33	111.5	1341676.5
Adpgk	invariant	P60	2	768237.5	1057520
Adprh	invariant	ChromHMM_ActiveEnhancer	43	52903	1096903
Adprh	invariant	K27ac_ChIP	25	108	861980
Adprh	invariant	P60	1	1005036.5	1005036.5
Adprm	invariant	ChromHMM_ActiveEnhancer	18	55994	1215750
Adprm	invariant	ENCODE	1	610046.5	610046.5
Adprm	invariant	K27ac_ChIP	23	590652	1693797
Adprm	invariant	P60	3	604872	1706603.5
Adprs	invariant	ChromHMM_ActiveEnhancer	12	19503	902797
Adprs	invariant	K27ac_ChIP	24	8889	456085.75
Adprs	invariant	P60	3	68679.5	202125
Adra1a	invariant	ChromHMM_ActiveEnhancer	54	30449	1182200
Adra1a	invariant	K27ac_ChIP	22	212490.5	1277939.25
Adra2a	invariant	ChromHMM_ActiveEnhancer	25	3151	784451
Adra2a	invariant	K27ac_ChIP	24	100764.5	626340.5
Adra2a	invariant	P60	3	568311	687390.5
Adss1	DEG_up	ChromHMM_ActiveEnhancer	33	9455	849445
Adss1	DEG_up	K27ac_ChIP	41	24887.5	853122
Adss1	DEG_up	P60	2	99615.5	524487.75
Aebp1	invariant	ChromHMM_ActiveEnhancer	34	168753	810150
Aebp1	invariant	ENCODE	1	148597	148597
Aebp1	invariant	K27ac_ChIP	45	81109.5	763421.5
Aebp1	invariant	P60	6	162719	1066342
Aebp2	invariant	ChromHMM_ActiveEnhancer	43	6937	161163
Aebp2	invariant	K27ac_ChIP	12	2481.5	141814.25
Aebp2	invariant	P60	1	122873.5	122873.5
Afap1	DEG_up	ChromHMM_ActiveEnhancer	64	14881	836781
Afap1	DEG_up	ENCODE	1	1009415	1009415
Afap1	DEG_up	K27ac_ChIP	54	62525	1016396.25
Afap1	DEG_up	P60	4	99727	783994
Afap1l1	DEG_down	ChromHMM_ActiveEnhancer	98	7398	434252
Afap1l1	DEG_down	K27ac_ChIP	42	72	411394.25
Afap1l1	DEG_down	P60	3	72134.5	277258.5
Afap1l2	DEG_down	ChromHMM_ActiveEnhancer	34	6528	153222
Afap1l2	DEG_down	K27ac_ChIP	30	1412.5	183221.25
Afap1l2	DEG_down	P60	4	15374	80389.75
Afdn	invariant	ChromHMM_ActiveEnhancer	52	16361	993239
Afdn	invariant	ENCODE	1	208639	208639
Afdn	invariant	K27ac_ChIP	29	140.5	1045525.5
Aff1	DEG_down	ChromHMM_ActiveEnhancer	15	66026	765474
Aff1	DEG_down	K27ac_ChIP	24	96953.5	1171292.75
Aff1	DEG_down	P60	2	1576631.5	1689599.75
Afg1l	invariant	ChromHMM_ActiveEnhancer	74	41735	784600
Afg1l	invariant	K27ac_ChIP	43	260.5	635146
Afg1l	invariant	P60	3	247223.5	372493.5
Aftph	invariant	ChromHMM_ActiveEnhancer	39	113289	788389
Aftph	invariant	K27ac_ChIP	40	332	801213.5
Aftph	invariant	P60	4	784914	1797321
Aga	invariant	ChromHMM_ActiveEnhancer	15	773	940327
Aga	invariant	K27ac_ChIP	11	939728.5	1479200
Agap1	invariant	ChromHMM_ActiveEnhancer	43	11306	1031794
Agap1	invariant	K27ac_ChIP	32	1929.5	1101085
Agap1	invariant	P60	3	107831.5	1097932
Agap3	invariant	ChromHMM_ActiveEnhancer	59	18623	511823
Agap3	invariant	K27ac_ChIP	34	2337	540435.25
Agap3	invariant	P60	5	158896	605929.5
Agbl2	DEG_up	ChromHMM_ActiveEnhancer	54	1773	447973
Agbl2	DEG_up	ENCODE	1	1626704.5	1626704.5
Agbl2	DEG_up	K27ac_ChIP	60	26190.5	494501
Agbl2	DEG_up	P60	9	35758	291895.5
Ager	invariant	ChromHMM_ActiveEnhancer	5	420438	1392838
Ager	invariant	K27ac_ChIP	38	6753	629331.5
Ager	invariant	P60	3	31923	470168.5
Agfg2	invariant	ChromHMM_ActiveEnhancer	25	32226	1454074
Agfg2	invariant	K27ac_ChIP	36	54396.5	1429637.25
Agfg2	invariant	P60	7	158276	1452670
Agk	invariant	ChromHMM_ActiveEnhancer	61	22228	1038372
Agk	invariant	K27ac_ChIP	25	553	802176
Agk	invariant	P60	2	95568.5	1055127.75
Agl	invariant	ChromHMM_ActiveEnhancer	24	480866	1712616
Agl	invariant	K27ac_ChIP	22	96008	1715676.5
Agl	invariant	P60	1	788590	788590
Agmo	invariant	ChromHMM_ActiveEnhancer	56	73741	1350659
Agmo	invariant	K27ac_ChIP	26	73710.5	1584726.25
Agmo	invariant	P60	1	1568910	1568910
Ago1	invariant	ChromHMM_ActiveEnhancer	13	166383	831483
Ago1	invariant	K27ac_ChIP	24	155769	361200
Ago1	invariant	P60	3	215559.5	349005
Ago2	invariant	ChromHMM_ActiveEnhancer	82	2165	606585
Ago2	invariant	K27ac_ChIP	38	1509.5	745718
Ago2	invariant	P60	1	525030	525030
Agpat1	invariant	ChromHMM_ActiveEnhancer	5	414038	1386438
Agpat1	invariant	K27ac_ChIP	38	777.5	629331.5
Agpat1	invariant	P60	3	25523	476568.5
Agpat3	invariant	ChromHMM_ActiveEnhancer	90	1011	941989
Agpat3	invariant	K27ac_ChIP	79	1019	1318264.5
Agpat3	invariant	P60	6	26870	1154656.5
Agpat4	invariant	ChromHMM_ActiveEnhancer	69	12596	802904
Agpat4	invariant	ENCODE	1	1433196	1433196
Agpat4	invariant	K27ac_ChIP	31	894	803366
Agrp	invariant	ChromHMM_ActiveEnhancer	57	14993	1109093
Agrp	invariant	K27ac_ChIP	43	9.5	368278.5
Agrp	invariant	P60	2	65763.5	117139.5
Agtpbp1	invariant	ChromHMM_ActiveEnhancer	52	56089	1560111
Agtpbp1	invariant	K27ac_ChIP	36	29152.5	716389.75
Agtpbp1	invariant	P60	3	64851	651780
Ahctf1	invariant	ChromHMM_ActiveEnhancer	71	50180	701920
Ahctf1	invariant	K27ac_ChIP	51	46.5	791001.5
Ahctf1	invariant	P60	3	705624	780099
Ahcyl1	invariant	ChromHMM_ActiveEnhancer	65	34340	585060
Ahcyl1	invariant	K27ac_ChIP	47	1070	493890
Ahcyl1	invariant	P60	3	181256	594428.5
Ahcyl2	invariant	ChromHMM_ActiveEnhancer	91	7557	985943
Ahcyl2	invariant	K27ac_ChIP	43	628	948634
Ahcyl2	invariant	P60	5	698583	960196
Ahdc1	invariant	ChromHMM_ActiveEnhancer	30	5960	1646040
Ahdc1	invariant	K27ac_ChIP	54	2782.5	918249.5
Ahdc1	invariant	P60	8	49393.5	1219345.5
Ahi1	invariant	ChromHMM_ActiveEnhancer	95	43053	935053
Ahi1	invariant	K27ac_ChIP	28	302	936497.75
Ahi1	invariant	P60	1	930829.5	930829.5
Ahsa2	DEG_up	ChromHMM_ActiveEnhancer	12	187730	1262880
Ahsa2	DEG_up	K27ac_ChIP	9	360	429881.5
Aif1l	invariant	ChromHMM_ActiveEnhancer	48	4761	1227100
Aif1l	invariant	ENCODE	1	389893.5	389893.5
Aif1l	invariant	K27ac_ChIP	82	12463.5	864915.5
Aif1l	invariant	P60	11	228873	870472.5
Aifm3	invariant	ChromHMM_ActiveEnhancer	41	7389	686589
Aifm3	invariant	ENCODE	1	649304.5	649304.5
Aifm3	invariant	K27ac_ChIP	47	1837.5	634495.5
Aifm3	invariant	P60	4	10871.5	253086.25
Aimp1	invariant	ChromHMM_ActiveEnhancer	25	187230	855830
Aimp1	invariant	K27ac_ChIP	10	241	1049563.25
Airn	DEG_down	ChromHMM_ActiveEnhancer	64	13589	928089
Airn	DEG_down	ENCODE	1	810589	810589
Airn	DEG_down	K27ac_ChIP	28	859	551015.5
Ajap1	DEG_up	ChromHMM_ActiveEnhancer	23	83911	1475489
Ajap1	DEG_up	ENCODE	1	1788748	1788748
Ajap1	DEG_up	K27ac_ChIP	52	657631.5	1632376.25
Ajap1	DEG_up	P60	8	945063	1573196.25
Ajm1	invariant	ChromHMM_ActiveEnhancer	20	45397	732550
Ajm1	invariant	K27ac_ChIP	60	131	524154.25
Ajm1	invariant	P60	7	238.5	308352.5
Ak2	invariant	ChromHMM_ActiveEnhancer	30	259342	910858
Ak2	invariant	ENCODE	1	93204	93204
Ak2	invariant	K27ac_ChIP	49	56700.5	281255
Ak2	invariant	P60	8	87437.5	445006.25
Ak3	invariant	ChromHMM_ActiveEnhancer	18	19139	1015350
Ak3	invariant	K27ac_ChIP	15	138.5	223578.5
Ak5	DEG_up	ChromHMM_ActiveEnhancer	54	60040	953140
Ak5	DEG_up	K27ac_ChIP	17	66709	993967
Ak6	invariant	ChromHMM_ActiveEnhancer	91	38679	978179
Ak6	invariant	K27ac_ChIP	32	296	1025711.5
Ak6	invariant	P60	3	573413	839242.5
Akap10	invariant	ChromHMM_ActiveEnhancer	19	37648	1096648
Akap10	invariant	K27ac_ChIP	55	176	801444.5
Akap10	invariant	P60	6	95245	582306
Akap11	invariant	ChromHMM_ActiveEnhancer	92	4692	1195808
Akap11	invariant	K27ac_ChIP	20	462	947953.75
Akap11	invariant	P60	1	605952	605952
Akap12	DEG_up	ChromHMM_ActiveEnhancer	45	2620	863980
Akap12	DEG_up	K27ac_ChIP	29	211.5	968432
Akap12	DEG_up	P60	2	916941.5	1079354.75
Akap13	DEG_up	ChromHMM_ActiveEnhancer	57	88934	956634
Akap13	DEG_up	K27ac_ChIP	26	126194	931333
Akap13	DEG_up	P60	3	172835	1057205.5
Akap14	invariant	ChromHMM_ActiveEnhancer	7	185142	836442
Akap14	invariant	K27ac_ChIP	11	22877	373028.5
Akap17b	invariant	ChromHMM_ActiveEnhancer	7	169105	338305
Akap17b	invariant	K27ac_ChIP	11	549	329771
Akap9	invariant	ChromHMM_ActiveEnhancer	38	1254	557146
Akap9	invariant	K27ac_ChIP	17	61	568637.5
Akr1b10	invariant	ChromHMM_ActiveEnhancer	46	116482	922400
Akr1b10	invariant	K27ac_ChIP	18	91762.5	664057
Akr1c21	invariant	ChromHMM_ActiveEnhancer	10	197325	1170300
Akr1c21	invariant	K27ac_ChIP	7	35030.5	1035661
Akt1s1	invariant	ChromHMM_ActiveEnhancer	10	151591	1659709
Akt1s1	invariant	ENCODE	1	1698177	1698177
Akt1s1	invariant	K27ac_ChIP	72	528.5	697889.75
Akt1s1	invariant	P60	8	232499	631628.25
Akt2	invariant	ChromHMM_ActiveEnhancer	10	275352	1469648
Akt2	invariant	ENCODE	1	21185.5	21185.5
Akt2	invariant	K27ac_ChIP	32	1733	764336.75
Akt2	invariant	P60	3	14527.5	1325469
Akt3	invariant	ChromHMM_ActiveEnhancer	94	107503	1375447
Akt3	invariant	K27ac_ChIP	58	193659.5	1122063.5
Akt3	invariant	P60	6	202552	697399
Aktip	invariant	ChromHMM_ActiveEnhancer	36	27824	354374
Aktip	invariant	K27ac_ChIP	10	66363	338242.75
Aktip	invariant	P60	1	336596.5	336596.5
Alad	DEG_down	ChromHMM_ActiveEnhancer	58	23518	163782
Alad	DEG_down	K27ac_ChIP	19	443	129871
Alad	DEG_down	P60	2	110053.5	137272.25
Alas1	invariant	ChromHMM_ActiveEnhancer	21	5454	1099246
Alas1	invariant	ENCODE	1	1881113.5	1881113.5
Alas1	invariant	K27ac_ChIP	49	1144	1332198
Alas1	invariant	P60	6	214116	1234733.25
Aldh1a2	invariant	ChromHMM_ActiveEnhancer	13	60611	547911
Aldh1a2	invariant	K27ac_ChIP	21	144075.5	895041.5
Aldh1a2	invariant	P60	2	272281.5	413441.5
Aldh1l1	DEG_up	ChromHMM_ActiveEnhancer	97	14873	1032927
Aldh1l1	DEG_up	K27ac_ChIP	59	23640.5	914200
Aldh1l1	DEG_up	P60	2	267026	578188
Aldh3b1	invariant	ChromHMM_ActiveEnhancer	11	308	551892
Aldh3b1	invariant	K27ac_ChIP	52	40.5	776060
Aldh3b1	invariant	P60	7	85108.5	378227.5
Aldh7a1	DEG_down	ChromHMM_ActiveEnhancer	70	1551	1242649
Aldh7a1	DEG_down	K27ac_ChIP	18	207	1154747.25
Aldh8a1	invariant	ChromHMM_ActiveEnhancer	95	41991	1221491
Aldh8a1	invariant	K27ac_ChIP	27	81261	1205995
Aldh8a1	invariant	P60	1	506085.5	506085.5
Aldh9a1	DEG_down	ChromHMM_ActiveEnhancer	119	10091	596191
Aldh9a1	DEG_down	K27ac_ChIP	25	292	940382
Aldh9a1	DEG_down	P60	1	298160	298160
Aldoa	invariant	ChromHMM_ActiveEnhancer	17	45651	800351
Aldoa	invariant	K27ac_ChIP	37	2273	605775.5
Aldoa	invariant	P60	6	155124	222034.75
Alg1	invariant	ChromHMM_ActiveEnhancer	21	48721	863221
Alg1	invariant	K27ac_ChIP	27	219851	851759.5
Alg1	invariant	P60	2	1134708	1165582.75
Alg10b	invariant	ChromHMM_ActiveEnhancer	57	691611	1479289
Alg10b	invariant	K27ac_ChIP	52	666828.5	1105284.75
Alg10b	invariant	P60	7	684579.5	1121796
Alg11	invariant	ChromHMM_ActiveEnhancer	58	23521	1083979
Alg11	invariant	ENCODE	1	962039.5	962039.5
Alg11	invariant	K27ac_ChIP	61	243	986391
Alg11	invariant	P60	3	486275	967684
Alg12	invariant	ChromHMM_ActiveEnhancer	38	8882	687482
Alg12	invariant	K27ac_ChIP	48	8958	360694.75
Alg12	invariant	P60	7	32693	283197
Alg13	DEG_up	ChromHMM_ActiveEnhancer	32	199596	1522804
Alg13	DEG_up	K27ac_ChIP	5	1352271.5	1634772.5
Alg14	DEG_down	ChromHMM_ActiveEnhancer	74	6373	559823
Alg14	DEG_down	K27ac_ChIP	24	103.5	542134.75
Alg5	invariant	ChromHMM_ActiveEnhancer	72	40761	1131150
Alg5	invariant	K27ac_ChIP	45	66	1137926
Alg5	invariant	P60	4	742993	1317382
Alk	invariant	ChromHMM_ActiveEnhancer	36	508773	1306550
Alk	invariant	K27ac_ChIP	14	313655	1220641
Alkbh5	invariant	ChromHMM_ActiveEnhancer	19	167681	534581
Alkbh5	invariant	K27ac_ChIP	66	1696	730563.75
Alkbh5	invariant	P60	7	276766	932242.5
Alox8	DEG_down	ChromHMM_ActiveEnhancer	12	105143	1471000
Alox8	DEG_down	ENCODE	1	1535202.5	1535202.5
Alox8	DEG_down	K27ac_ChIP	51	38465.5	480419.5
Alox8	DEG_down	P60	4	101152	325627.25
Aloxe3	DEG_down	ChromHMM_ActiveEnhancer	12	33196	1471000
Aloxe3	DEG_down	ENCODE	1	1463255.5	1463255.5
Aloxe3	DEG_down	K27ac_ChIP	51	16.5	478907.5
Aloxe3	DEG_down	P60	4	29205	325627.25
Alpk1	invariant	ChromHMM_ActiveEnhancer	59	52673	1119927
