gene	mc_diff	hmc_diff	mc_q	hmc_q	combined_effect	n_k119ub_ctrl	n_k119ub_mut	net_k119ub
Usp48	0.0223971582803545	-0.029623644337644	7.734217789728e-15	3.83995098948048e-45	0.0520208026179985	0	0	0
Zbtb21	0.023032805287229	-0.0289690881233869	0.00167451236671234	3.39318557482356e-07	0.0520018934106159	0	0	0
Btbd7	0.0267982134524409	-0.0252013135945367	2.92450784413643e-25	1.2324818144712e-31	0.0519995270469777	0	1	1
Homez	0.030399718028311	-0.0215940769224711	4.10820250945236e-07	1.05306335107306e-06	0.051993794950782	1	1	0
C9orf72	0.0255796177464034	-0.0264123130686592	1.5568938448355e-10	4.11354252136685e-22	0.0519919308150625	1	1	0
Tnpo1	0.0278820937792353	-0.0241081562273314	2.10326122933316e-27	2.71245467314613e-29	0.0519902500065668	0	1	1
Rnf168	0.0289304804276207	-0.0230580254854157	2.57039724947207e-06	1.62943080166701e-06	0.0519885059130364	0	0	0
Dnajc10	0.0256221590176562	-0.0263466792294494	4.09914012309253e-17	3.14532186469037e-30	0.0519688382471056	0	0	0
Flywch2	0.0287228755230933	-0.0232373504641395	0.00269458337941712	0.00247089823632059	0.0519602259872327	0	0	0
Tab3	0.0271331199832324	-0.0248113369913495	2.17039063424738e-09	3.56102520799027e-15	0.051944456974582	0	0	0
Acvr2b	0.0304003266129163	-0.0215422577415484	3.93568247248331e-15	1.01942350254892e-10	0.0519425843544646	1	1	0
Ppip5k1	0.0248376304945213	-0.0270797448202684	9.69360672505075e-12	7.25832089404851e-23	0.0519173753147897	1	1	0
Smc6	0.0257899934699701	-0.0261105174146291	1.0123953754879e-14	9.43101996489314e-27	0.0519005108845993	0	0	0
Cep104	0.0284966138891408	-0.0233976980998573	2.25278656814471e-15	1.73604036702777e-22	0.0518943119889981	0	0	0
Ugdh	0.0261797836520711	-0.0257098301854862	1.29539225927322e-08	2.7058114809134e-15	0.0518896138375573	0	0	0
Ntan1	0.0250764344337934	-0.0268069927589443	0.000116849381480856	7.50819334565273e-08	0.0518834271927377	0	0	0
Zfp563	0.0279658726391494	-0.0238759858297635	2.81808626652563e-06	7.67819799192956e-08	0.0518418584689129	0	0	0
Fam98b	0.0218002051609162	-0.0300352254568026	8.17475753391733e-05	1.33504052046979e-11	0.0518354306177188	1	1	0
Tiprl	0.0268696674099679	-0.0249600685978757	8.01530049804588e-08	1.81067224702116e-10	0.0518297360078435	0	1	1
Taf9b	0.0325033183943151	-0.019322677841695	0.000925694986099953	0.00540776812845858	0.0518259962360101	0	0	0
Exosc5	0.033732229916506	-0.0180683693871085	8.21001904148173e-09	6.35754756351199e-05	0.0518005993036145	0	0	0
Ift81	0.0275208200386501	-0.024274947688228	6.72825051903237e-23	2.82158067431278e-26	0.0517957677268781	0	0	0
Wasf1	0.0283960929083533	-0.0233740988216319	1.28907328324718e-17	1.97224461699196e-14	0.0517701917299853	1	2	1
Hyls1	0.0324375036339748	-0.0193199972022913	0.000126015934592811	0.00259995031333001	0.0517575008362661	0	0	0
Tmem8	0.0346213629239487	-0.0170902096534589	8.99453604241336e-05	0.0136694571137792	0.0517115725774075	0	0	0
Ptch1	0.0403629149135393	-0.0113407499644418	1.11801405389606e-42	1.56430561997135e-05	0.0517036648779811	2	3	1
Snap29	0.0219168222327215	-0.0297616408765763	0.00117446812694368	6.47965728197595e-11	0.0516784631092979	0	0	0
Mcmbp	0.0245934013629546	-0.0270803263452567	9.6777288603802e-11	2.6668162665795e-21	0.0516737277082114	0	0	0
Sec23a	0.0283468253020689	-0.0233095715464407	9.22577919114045e-20	4.25115077439352e-24	0.0516563968485096	0	1	1
Tut1	0.0286404102970598	-0.0230101400515107	0.000207945850043179	1.45947718903319e-07	0.0516505503485704	0	0	0
Ate1	0.0210875744199758	-0.030532997669271	1.75303529093434e-17	6.67634583369656e-54	0.0516205720892468	2	1	-1
Emcn	0.0409062188478198	-0.0107068254862215	1.75160145367001e-52	1.72948227372312e-05	0.0516130443340412	1	6	5
Mrps16	0.0303175943655426	-0.0212939793387564	0.00893142199079084	0.0048476449151574	0.051611573704299	0	0	0
Rpl7l1	0.0194059657055234	-0.0321901934232669	0.00767591477695753	3.54689125122302e-11	0.0515961591287904	0	0	0
Dusp3	0.0333073521669944	-0.0182838989344385	7.37652904983412e-08	0.00048587175205183	0.0515912511014329	0	0	0
Ro60	0.0255286148236569	-0.0260504416304882	9.34480316325716e-09	1.93792800670546e-16	0.0515790564541451	0	0	0
Coq6	0.0272750228619449	-0.0242874321422386	2.18853570809944e-06	1.37016995556252e-10	0.0515624550041836	0	0	0
Mrps24	0.0306333978542485	-0.0209254192960993	7.30579564276871e-05	0.000659625770706167	0.0515588171503477	0	0	0
Gpkow	0.0305186783164074	-0.0210348541549695	0.00988610677427715	0.00979755465864907	0.051553532471377	0	0	0
Ankrd54	0.0299632561259164	-0.0215869239243704	5.50162526123544e-05	3.30563967058966e-06	0.0515501800502868	0	0	0
Trappc3	0.0227372609795691	-0.0287972561947231	0.00147515841434059	3.76560494758661e-07	0.0515345171742921	0	0	0
Atp5o	0.0251558239659984	-0.0263681327620843	1.96255861166137e-64	1.68670033076655e-94	0.0515239567280827	0	0	0
Vta1	0.0282395557824183	-0.0232634829601048	8.71409894582156e-15	6.77367614389675e-16	0.0515030387425231	0	0	0
Nav2	0.0304580893441119	-0.0210058180202507	1.74896345162595e-200	7.22497826983707e-122	0.0514639073643626	4	4	0
Mdm2	0.0303605977881412	-0.0210914406087842	4.64376714774209e-09	3.5883638000135e-07	0.0514520383969253	0	0	0
Gabpb2	0.0230407006043741	-0.0284040632658324	9.44693598870041e-09	1.71687027347865e-18	0.0514447638702065	0	0	0
Zfp91	0.0298966876103671	-0.021545497484305	1.05952667339997e-06	9.2435123297876e-06	0.0514421850946721	0	0	0
Tmem87b	0.028892187223082	-0.0225460094776497	3.80446123487405e-13	1.31276088291962e-16	0.0514381967007316	0	0	0
Braf	0.0237602160531751	-0.0276723848061558	6.30926638728924e-23	1.76205786189808e-43	0.0514326008593309	0	0	0
Sacm1l	0.0231926172702096	-0.0282202566115059	1.53184860769841e-09	3.25279089613479e-21	0.0514128738817155	0	0	0
Spred2	0.0432797219830952	-0.00812810914544454	4.46507657751946e-74	0.000982601723546118	0.0514078311285397	4	3	-1
Gm44502	0.0277983329522929	-0.0236058073274904	1.92424643678616e-06	1.01294195100209e-07	0.0514041402797833	0	0	0
Nipa2	0.0255681824412827	-0.0258312278375304	1.3615930736503e-08	4.76856532540886e-13	0.051399410278813	0	0	0
Khdc4	0.0270183568525129	-0.024352482112977	1.6634047362238e-06	2.4264955205057e-08	0.0513708389654899	0	0	0
Dusp11	0.0266165072364957	-0.024744930249843	2.84240540962348e-06	7.69223512492932e-09	0.0513614374863386	0	0	0
Zfp78	0.0252727177494124	-0.0260778605617732	3.69397302753041e-05	1.66607047559499e-11	0.0513505783111856	1	0	-1
G3bp2	0.0231986826654699	-0.028121028242651	2.24899647550405e-07	7.74865208892714e-15	0.0513197109081209	0	0	0
Kcnk10	0.0300764609418247	-0.0212319237853468	4.4190559722929e-43	3.34059306611914e-23	0.0513083847271715	0	1	1
Akap8l	0.0269920181644627	-0.0243058884694829	5.87797787646786e-08	1.00676689159005e-09	0.0512979066339456	0	0	0
Gm45062	0.0270815967130513	-0.0242074260393241	1.27414009511533e-83	1.27032622183168e-98	0.0512890227523754	0	0	0
Pus10	0.0232727245192245	-0.0280107732813056	1.27653658412842e-14	1.49853077519817e-43	0.0512834978005301	0	0	0
Isg20l2	0.017118246302651	-0.0341639222777784	0.0302698152669059	1.92455304604137e-08	0.0512821685804294	0	0	0
Etfbl	0.026601392246783	-0.0246768903423097	2.31577638429793e-05	6.5509859687281e-08	0.0512782825890928	0	0	0
Ddx19a	0.0260996327120042	-0.0251658775908123	3.87987618286197e-06	1.25330311398794e-08	0.0512655103028166	1	1	0
Brix1	0.0285632155301103	-0.0226984791143963	2.53680556281679e-05	2.1868990130906e-07	0.0512616946445067	0	1	1
Stx7	0.0230935452981044	-0.0281535397761013	9.96390727101821e-11	3.32474673480071e-23	0.0512470850742057	0	1	1
Rph3al	0.0368955695305466	-0.0143496011817557	4.11201724901868e-47	1.93931452037051e-09	0.0512451707123023	4	3	-1
Wdr4	0.0345870281301282	-0.016655781606322	4.6927802579967e-10	3.93677219574977e-05	0.0512428097364502	1	0	-1
4933434E20Rik	0.0246866156975388	-0.0265479448226118	0.000494185819814491	4.57448468666159e-08	0.0512345605201506	0	0	0
Tma7	0.0376241441668564	-0.0135817524991263	0.000306265753733144	0.0455517198870372	0.0512058966659827	0	0	0
Dus3l	0.0246039661841945	-0.026587022055353	0.0173903633981651	3.55337559420372e-05	0.0511909882395475	0	0	0
Aldoa	0.0363930670835201	-0.0147899165125872	7.29233332038196e-05	0.0106749095683724	0.0511829835961073	0	0	0
Rabggtb	0.0275906832125751	-0.0235909231740513	0.000695332043270485	0.00294447295017537	0.0511816063866264	0	0	0
Chchd7	0.0225122763097524	-0.0286609995616982	0.00769272610630804	5.5072488957068e-08	0.0511732758714505	0	0	0
Coq10b	0.027532707136928	-0.0236190181580629	1.05906697181646e-06	2.07778012056337e-07	0.051151725294991	0	0	0
Nrf1	0.0210527252975097	-0.0300907127964525	3.38253750366042e-19	6.4855747971557e-58	0.0511434380939622	0	0	0
Fam13c	0.0257962088724215	-0.0253373210169945	2.45603644262715e-34	2.10540294294857e-45	0.051133529889416	1	1	0
Miga2	0.0279007297399574	-0.0232281231156815	1.39310986034697e-08	1.24707855109968e-09	0.0511288528556389	0	0	0
Pdcl3	0.0250566837940511	-0.0260575403473006	0.000292983281859106	1.52627100672181e-07	0.0511142241413517	1	1	0
Zscan29	0.0376068236823587	-0.0134941621990269	1.95330684895208e-06	0.0112714881981174	0.0511009858813855	0	0	0
4932438A13Rik	0.0231516412712724	-0.027929633341351	5.02003815189722e-37	7.06031850174804e-90	0.0510812746126234	0	0	0
Lyrm4	0.0234929469441322	-0.0275753563103979	9.49152278612844e-28	2.04300972449331e-60	0.0510683032545301	5	6	1
Tlk2	0.023617773355375	-0.0274485434967925	1.56158302180952e-15	7.73578248834686e-28	0.0510663168521675	0	0	0
Cwc25	0.0261203982851246	-0.024925837810342	1.38957106089985e-09	8.84689171332505e-15	0.0510462360954666	0	0	0
Atp2b3	0.0271094929348236	-0.0239305978788906	0.00108365616021952	8.44773037474384e-05	0.0510400908137142	0	0	0
Pi4kb	0.0212173122710702	-0.0298223167774506	2.98751773377054e-05	3.2165778884582e-14	0.0510396290485208	0	0	0
Stard3	0.0388689352863109	-0.0121651242069607	2.28802437486735e-10	0.0155162149575721	0.0510340594932716	0	0	0
Uvrag	0.0284355780310139	-0.022591331152832	5.65606383663304e-78	1.29000396172804e-75	0.0510269091838459	1	1	0
Rnf170	0.0214548386518391	-0.0295494149527905	3.50601838945433e-07	5.67052338161388e-21	0.0510042536046296	0	0	0
Ube2d1	0.0259166523391597	-0.0250872012250299	2.62544891659467e-10	2.04308426706624e-11	0.0510038535641896	0	0	0
Eepd1	0.0344869332961676	-0.0165124647827608	5.56490790969577e-43	4.7439017757359e-14	0.0509993980789284	2	4	2
Gm20716	0.0236472482047299	-0.0273447235363453	1.96083807855776e-09	1.33422879951594e-15	0.0509919717410752	0	0	0
Tmem50a	0.0290627619714965	-0.0219183568525127	2.4788700405363e-10	4.83642488205091e-12	0.0509811188240092	0	0	0
Oat	0.0234356440317072	-0.0275424252284932	4.66674499253016e-06	1.65545151040238e-13	0.0509780692602004	2	0	-2
Pigc	0.0244233392286052	-0.0265519357636948	0.017024945064203	9.41132630945593e-05	0.0509752749922999	0	1	1
Gm49384	0.0364234412446798	-0.0145511813016934	1.99067155025788e-07	0.00243909175004305	0.0509746225463732	0	0	0
Defb26	0.031669577192034	-0.0192713866990486	0.042776136695757	0.0379416842224059	0.0509409638910826	0	0	0
Mapk12	0.0232665520570463	-0.0276476166705976	0.00794264600354202	0.000237679823208167	0.0509141687276439	1	1	0
Eaf1	0.036919151000928	-0.0139926336593355	2.91218174874101e-08	0.00605993585958128	0.0509117846602635	0	0	0
Gmpr	0.0365710156967055	-0.0143391424934839	2.33284290386554e-26	1.94701540310177e-06	0.0509101581901895	5	5	0
Tatdn2	0.0266668484180521	-0.0242351332619894	0.000548082016957155	7.77581935886257e-05	0.0509019816800415	0	0	0
Gm45692	0.0263687731335558	-0.0245251147211357	4.52584053564871e-12	2.39909963598532e-21	0.0508938878546915	0	0	0
Hnrnpul2	0.0279783776749536	-0.0228867394072039	3.17809196842433e-05	8.30915993546734e-05	0.0508651170821575	0	0	0
Il6st	0.0226115138700446	-0.0282417414890976	1.2950535097971e-16	2.95770172936598e-44	0.0508532553591422	1	1	0
Scrn3	0.0328935877189163	-0.0179493963386144	4.8020275391635e-12	1.69183843702102e-08	0.0508429840575307	0	0	0
Fam162a	0.0269330338248492	-0.0239086538714382	1.99172481013287e-10	6.10482671125831e-16	0.0508416876962874	0	0	0
Tbp	0.0297468031327894	-0.0210797114775053	4.44100704692736e-10	1.38552774201789e-11	0.0508265146102948	0	0	0
Mocs1	0.0367164011984985	-0.0141052519166669	4.25140924976263e-11	0.00477661982569262	0.0508216531151654	3	3	0
Ino80	0.0237261258141919	-0.0270950623379151	5.7100779576253e-22	6.39993472541167e-47	0.050821188152107	0	0	0
Socs4	0.0197169447338057	-0.0311029376173114	0.00346767503454932	1.36344065093754e-11	0.0508198823511171	0	0	0
Stk39	0.023929970261108	-0.0268725832933422	1.38399141369542e-73	1.06494677328005e-131	0.0508025535544502	2	5	3
Sec63	0.0241862630580648	-0.0266067557853674	7.34889061105303e-12	2.99435486638724e-23	0.0507930188434322	1	0	-1
Tmem130	0.0218120513590983	-0.0289762650964635	5.86315850389933e-06	4.3234404980644e-19	0.0507883164555617	0	0	0
Fbxl20	0.0231187273805225	-0.0276640221135671	2.69393195588028e-17	2.11302784312343e-36	0.0507827494940895	0	0	0
Arhgap21	0.0332110073210042	-0.0175676888388736	5.14781237475406e-45	9.33542633508742e-15	0.0507786961598778	1	0	-1
Tecr	0.0400856806974138	-0.0106896472896591	4.30185227472305e-18	0.00952362882697427	0.0507753279870729	1	1	0
Ablim1	0.0404946176428516	-0.0102759593939867	1.0337569661875e-178	3.95487944948713e-13	0.0507705770368383	0	0	0
Castor2	0.0201716698496666	-0.0305937306515887	1.68942991715228e-07	2.80975622358286e-20	0.0507654005012553	1	1	0
Insig2	0.0294242276306587	-0.0213199853058942	3.56087743689659e-08	1.09978783126798e-06	0.0507442129365529	0	0	0
Reep5	0.0293995206138663	-0.0213276361272039	2.67460867929177e-09	9.6545237128217e-08	0.0507271567410702	0	0	0
Rbfox2	0.0262024551464253	-0.0245079443754818	1.25571943936467e-40	3.40915405944392e-42	0.0507103995219071	0	1	1
Sarm1	0.0247367252226712	-0.0259585848742906	1.92940770038059e-05	4.81162161477978e-11	0.0506953100969618	0	0	0
Star	0.0235156624000266	-0.0271777846283593	0.00100650330111086	1.22948719058826e-07	0.0506934470283859	0	0	0
Acap2	0.0228127246019694	-0.0278761212839456	3.39551730312874e-27	6.07012190568229e-61	0.050688845885915	1	1	0
Tnpo2	0.0224793297065379	-0.0281990177148663	1.7044713348979e-05	6.07221060094083e-14	0.0506783474214042	0	0	0
Exoc5	0.0239306990712397	-0.0267012069623221	4.01185297926391e-11	4.6388705977843e-21	0.0506319060335618	0	0	0
Pde3a	0.023220617159056	-0.0274077381994918	1.18719629683819e-50	7.64184020847527e-121	0.0506283553585478	2	5	3
Map3k4	0.0232217063191867	-0.0273866209799151	1.50186450592916e-26	1.42221881168848e-53	0.0506083272991018	3	1	-2
Secisbp2l	0.0237118714527883	-0.0268954616107906	5.26204633235619e-15	1.20428404222878e-30	0.0506073330635789	0	0	0
2610507B11Rik	0.0269460853453114	-0.0236612264214491	9.3652672107287e-11	1.32301313663043e-14	0.0506073117667605	0	0	0
Nfkb1	0.021771504871053	-0.0288348042868437	2.86948983581117e-27	7.58531675805679e-75	0.0506063091578967	1	2	1
Tmem161a	0.0241743204037834	-0.0264117582613203	0.00707325023462	5.18337537018238e-05	0.0505860786651037	0	0	0
Bphl	0.0307294906830439	-0.0198491105249297	2.0998801717224e-13	1.14302341304338e-09	0.0505786012079736	0	0	0
Synpr	0.0242992024151635	-0.0262767772158975	9.11146656562598e-48	1.13540407873603e-89	0.050575979631061	1	1	0
Nqo1	0.0322840360156472	-0.018284258771881	3.1301515810054e-07	0.000284318105232604	0.0505682947875283	0	0	0
Rapgef6	0.0222922153619645	-0.0282740724786416	5.96080468940773e-30	3.27603026718433e-73	0.0505662878406061	0	0	0
Rbm6	0.0247818242429265	-0.0257739836067515	2.46272710306646e-20	1.27898152571497e-30	0.0505558078496781	0	0	0
Zfp672	0.0167679808814067	-0.0337650294845669	0.035275537156527	7.51658940823668e-13	0.0505330103659736	0	0	0
Herc4	0.0253546830173202	-0.0251578462017651	7.62856060274748e-24	1.32152689920253e-37	0.0505125292190853	0	0	0
Nploc4	0.021847428493539	-0.0286490251780123	1.24633416073963e-11	2.80400071030495e-30	0.0504964536715514	0	0	0
Hibadh	0.0185184584332682	-0.0319383515734027	1.40641928127775e-13	1.21234136846424e-58	0.0504568100066708	0	1	1
Gabpb1	0.0205791031076765	-0.0298601834345723	2.19467620697663e-10	4.50834992839791e-42	0.0504392865422488	0	0	0
Nol11	0.0281397975688836	-0.022287703985031	1.75853283946476e-10	6.40441228263511e-12	0.0504275015539146	0	0	0
1700014D04Rik	0.0304041182838797	-0.0200162571357193	0.0004233102684421	0.00056949703731293	0.0504203754195989	0	0	0
Ubr3	0.0219673273717812	-0.0284529604326498	4.5798694056093e-22	2.27543328064851e-51	0.050420287804431	0	0	0
Rock1	0.0253748475619708	-0.0250371398855342	5.62201474967493e-24	4.94588981544421e-33	0.050411987447505	0	0	0
Chaf1a	0.0297033756114505	-0.0206940309930005	1.40249169332494e-12	1.11089830205592e-13	0.050397406604451	0	0	0
Prr12	0.0227731077090831	-0.0276174469940353	3.14666671167279e-07	5.15802584536179e-15	0.0503905547031185	0	0	0
Sqstm1	0.0221438738133131	-0.0282361546481381	0.0113657598975181	8.58654183856625e-06	0.0503800284614511	0	0	0
Slc12a9	0.0267994312934117	-0.0235805648859724	6.6820870159657e-06	2.07829595126655e-08	0.0503799961793841	0	0	0
Fkbp3	0.0241280541069893	-0.0262473933990623	0.00781522535972676	0.000171179686894598	0.0503754475060516	0	1	1
Safb2	0.0231291466050013	-0.0272390297599726	0.000169434353206754	1.4065794725999e-08	0.0503681763649739	0	0	0
Rita1	0.0301526154693292	-0.0202102435900219	3.91164204056404e-06	6.99074940209243e-05	0.0503628590593512	1	1	0
Tmem175	0.0282273874281709	-0.0221271176331094	0.000296436194511899	0.000224168615430992	0.0503545050612803	0	0	0
Arhgef11	0.0247885464859317	-0.0255656628368359	3.51175587360811e-25	1.26292369341062e-38	0.0503542093227676	0	0	0
Pcca	0.0249798697620603	-0.0253685464347471	3.5912631882947e-51	8.26483214815183e-73	0.0503484161968074	0	0	0
Trim37	0.0240454448011436	-0.026295529664431	5.54896845042256e-24	6.1947383650598e-49	0.0503409744655745	0	0	0
Eif3e	0.02677891988856	-0.0235614056648657	2.64347541870363e-09	2.07009680209524e-10	0.0503403255534256	0	0	0
Efcab2	0.0405442291335094	-0.00978996047250322	9.45554361996362e-30	0.00111499116446842	0.0503341896060126	0	1	1
Nsmce2	0.0236012433258586	-0.0267285009126819	1.79263773152906e-46	1.27135988200229e-82	0.0503297442385405	0	2	2
Prdm4	0.0250999374730946	-0.025227137226245	4.96580860397271e-08	2.03092102765475e-14	0.0503270746993396	0	1	1
Zmym2	0.0237630711329883	-0.0265610793102129	1.68186141508439e-11	1.61394615117242e-17	0.0503241504432012	0	0	0
Nr2c1	0.0252193799587641	-0.0251041350452897	7.61392908550887e-17	3.96228446806038e-31	0.0503235150040539	2	2	0
Zscan25	0.0260694717540951	-0.024246865048568	0.00231458290823716	9.18758760457722e-05	0.0503163368026631	0	0	0
Cyp2t4	0.0202952678549946	-0.0300000667842297	0.047489460430642	5.84755418036079e-05	0.0502953346392243	0	0	0
Fip1l1	0.0231050887044779	-0.0271651132959418	1.56146173254078e-15	2.74702623988768e-30	0.0502702020004197	0	0	0
Mier3	0.0237268302278305	-0.0265412747163992	2.00269251269442e-12	4.16040051692897e-27	0.0502681049442297	2	2	0
Atp6v1a	0.0272535629174515	-0.0230103707702311	6.48141200313944e-15	2.78874025936282e-15	0.0502639336876826	0	0	0
Ola1	0.0193434894083252	-0.0309084521355507	4.06104194956123e-19	4.8194908872768e-72	0.0502519415438759	0	1	1
Arhgef2	0.0233016137372021	-0.0269402188286417	4.38761492647725e-08	9.68370678139245e-16	0.0502418325658438	1	1	0
Nsd3	0.0242705924687548	-0.025968999431789	1.32366732535371e-28	1.40062544790297e-46	0.0502395919005439	0	0	0
Sms	0.0369638645180956	-0.0132737597891504	3.90660320180122e-12	0.000377441637014801	0.050237624307246	0	0	0
Cdk5rap3	0.0264211527623603	-0.0237861509946903	0.000307592632248334	6.67512733304478e-07	0.0502073037570507	0	0	0
Als2	0.0382664649194646	-0.0119381694859791	5.59826873488129e-29	0.000171515633621067	0.0502046344054437	0	0	0
Rad51d	0.0264338790313627	-0.0237582605274901	0.000559143250567515	1.78145089817928e-06	0.0501921395588528	0	0	0
