gene	mc_diff	hmc_diff	mc_q	hmc_q	combined_effect	n_k119ub_ctrl	n_k119ub_mut	net_k119ub
Utp6	0.0212753053206584	-0.0189754404138327	1.58163641231835e-08	5.00669991638936e-17	0.040250745734491	0	0	0
AL607142.1	0.0251612808274541	-0.0150824496916623	1.38136558628361e-05	0.00333110750293379	0.0402437305191163	0	0	0
Fam193a	0.0235008477968177	-0.0167322108244658	8.35280343758112e-15	5.02747536969124e-10	0.0402330586212835	0	0	0
Tmem135	0.0235100016863466	-0.0167156023597897	2.06539099746426e-40	2.29182830144402e-28	0.0402256040461364	1	2	1
Ehd4	0.0140908774820082	-0.0261143144862626	5.16523970355847e-06	1.89092643442595e-35	0.0402051919682708	2	1	-1
Zfp329	0.0235079235546205	-0.0166955534176796	3.63981181791972e-05	0.00139819031861499	0.0402034769723001	0	0	0
Slc26a2	0.0186142256298045	-0.0215871356325198	0.000211860047725798	1.20513293928402e-08	0.0402013612623243	0	0	0
Wdr92	0.0186775290892591	-0.0215090309609034	9.457435090391e-10	6.90553750519167e-23	0.0401865600501626	0	0	0
Xpr1	0.0181251514633536	-0.0220581056258667	3.32395767439969e-15	2.51991837550697e-31	0.0401832570892203	3	2	-1
Sec11a	0.01928301845935	-0.0208977562135164	9.95610043681355e-07	1.31924677184169e-11	0.0401807746728664	0	0	0
Erp44	0.0165710973312473	-0.0235883596273163	6.61922616765163e-08	3.41774328315383e-19	0.0401594569585636	1	0	-1
2510009E07Rik	0.0173639340252084	-0.0227706228159603	8.95590790456659e-06	5.78292807811753e-13	0.0401345568411687	1	2	1
Cyp4f16	0.0210445781873769	-0.0190875242431078	0.022968331942167	3.46599132786525e-05	0.0401321024304847	0	0	0
Pnpla8	0.0183078376079705	-0.0218112991412101	9.69314107637935e-11	4.15501895804239e-24	0.0401191367491806	0	0	0
Gfod2	0.0182434558317446	-0.0218702901307087	2.15644109770872e-06	3.53033582355e-15	0.0401137459624533	0	0	0
Zfp512	0.0249471986563584	-0.015124733581981	2.51596315919645e-08	8.67769272572326e-07	0.0400719322383394	0	0	0
Lsm12	0.0285030101403146	-0.0115588117473967	2.18206668283517e-06	0.0255626274603677	0.0400618218877113	0	0	0
Pcdhgb4	0.019289684172997	-0.0207705882243191	6.90418658562395e-23	3.77629328611984e-62	0.0400602723973161	0	0	0
Tia1	0.0210448840587802	-0.019002126013533	2.70254521467576e-05	9.80328565147178e-08	0.0400470100723133	0	0	0
Rpain	0.0219191903094033	-0.0181157947497501	0.0225266129163064	6.97541417524504e-05	0.0400349850591533	0	0	0
Abhd5	0.0239711142602855	-0.0160503929767408	1.99703103539795e-09	3.20866481008982e-07	0.0400215072370263	0	0	0
Tfap4	0.0259325594160751	-0.0140799490765782	0.00125428337613343	0.00745975187452379	0.0400125084926532	0	1	1
Cpsf4	0.0205143230459476	-0.0194831126024981	0.00079186195263588	9.02108379247273e-07	0.0399974356484457	0	0	0
4833420G17Rik	0.0221173202629216	-0.0178708583846405	5.97049838214459e-08	6.29445059624051e-11	0.0399881786475621	0	0	0
Ccdc130	0.0220653982966398	-0.0179069816675386	0.00131427265599585	5.29988838106155e-05	0.0399723799641784	0	0	0
Ptpra	0.0160014841927643	-0.0239688332702228	1.58294054674354e-10	2.42743771355501e-33	0.039970317462987	0	0	0
Ern1	0.0137186486660614	-0.0262215469434574	3.86641724649709e-07	3.32820686732817e-41	0.0399401956095188	0	0	0
Slc16a14	0.0106536625455328	-0.0292749139460418	0.0136469392517224	1.9429630864611e-28	0.0399285764915746	0	0	0
Anapc11	0.0228704374769131	-0.0170503449157769	0.0100745491930234	0.00127686898242078	0.03992078239269	0	0	0
Rai1	0.0107014862365611	-0.0292029530253524	0.00416694132241479	6.04870523369531e-20	0.0399044392619135	0	0	0
Copz1	0.0144539746973199	-0.0254431738146236	0.00629226266610512	6.21098367990023e-11	0.0398971485119435	0	0	0
Zmiz1	0.0243642791417153	-0.0155285122922154	3.93587568895114e-31	2.2028038677029e-13	0.0398927914339307	14	15	1
Pcdhga7	0.0197110091077104	-0.020177260387881	6.40682009205327e-25	5.02470840007595e-63	0.0398882694955914	0	0	0
Med30	0.0259016337690425	-0.0139634933764805	1.6627884265086e-07	0.000328251678600897	0.0398651271455231	0	2	2
Zfp639	0.0215416239353445	-0.018322577326265	0.00399420784975486	0.0010455290534296	0.0398642012616096	0	0	0
Vps53	0.0192675639982466	-0.0205951276775014	2.16024983408527e-15	7.39234142670431e-29	0.039862691675748	0	0	0
Vti1b	0.0181021773814248	-0.0217488184672066	0.00786171805188928	1.0834282753437e-06	0.0398509958486314	0	0	0
Rlim	0.0219997038213499	-0.0178498576182204	0.00264148391774381	0.00415028004189415	0.0398495614395703	0	0	0
Mrpl58	0.0187326388415194	-0.0211005545748846	0.0143742371921656	6.48080983883713e-06	0.039833193416404	0	0	0
Astn1	0.0210126383400169	-0.0188135287477824	2.85682119433978e-47	4.43950308840763e-54	0.0398261670877993	3	3	0
Plcb4	0.0193230977953174	-0.0204978009354385	3.02661380857223e-48	1.22567530318087e-62	0.039820898730756	0	0	0
Eif3c	0.0226690656841333	-0.017143912221829	2.77259573448202e-06	8.99613245005518e-07	0.0398129779059623	0	0	0
Cmc2	0.0189328375875092	-0.0208742279352494	1.69008914033202e-08	1.2833148925176e-20	0.0398070655227586	0	0	0
Tgfbrap1	0.0214201169092633	-0.0183847030765269	1.02643367727017e-08	2.56314112851705e-10	0.0398048199857902	0	1	1
Zbed4	0.0215517635552772	-0.0182337864489345	3.34061496558369e-05	8.50260351247993e-06	0.0397855500042117	0	0	0
Adam9	0.0177198478852991	-0.0220534856524141	1.0100588049012e-10	4.05002527689418e-29	0.0397733335377133	0	0	0
Nucks1	0.0201909771361669	-0.0195705761504094	0.000277732154385163	1.32322931344338e-05	0.0397615532865763	0	0	0
Klhl25	0.0284205321150321	-0.0113335818188541	4.06559798932412e-08	0.0207353959681852	0.0397541139338863	3	3	0
B3galnt2	0.0177054756114416	-0.0220476191318839	1.89949306376475e-07	8.02828962777471e-22	0.0397530947433255	1	1	0
Mvp	0.0313220325347293	-0.0084176583989786	2.21093360705346e-12	0.0306602806501503	0.0397396909337079	0	0	0
Mmp24	0.031670132040357	-0.00806629448295909	1.18248636994222e-20	0.0332228835976142	0.039736426523316	0	0	0
Sugp2	0.0152451924798239	-0.0244889822123814	0.00199702872379658	6.99915415075724e-12	0.0397341746922053	0	0	0
Ppil4	0.0173024142253351	-0.0224288997002111	9.61934106432791e-05	6.71082194947149e-13	0.0397313139255461	0	0	0
Dnm2	0.0182976524308699	-0.0214274276716907	1.41900541129779e-08	1.61143248862189e-15	0.0397250801025606	1	1	0
Gpn1	0.0218076414465663	-0.0178985613455803	4.5226485313391e-08	1.06580503541441e-14	0.0397062027921466	0	0	0
Myo10	0.021286549789484	-0.0184077161226908	1.60366548901276e-45	6.6979151068593e-46	0.0396942659121747	9	11	2
Parp16	0.0277298529786231	-0.0119639919058615	1.65954995934184e-13	1.02789786788661e-06	0.0396938448844846	1	1	0
Gkap1	0.0119567034754665	-0.0277332322854457	0.00165720735270918	4.94573507058634e-29	0.0396899357609122	0	0	0
Znrf1	0.0245613291892722	-0.0151273443248259	1.35730463773172e-16	1.73388806631685e-08	0.0396886735140981	1	1	0
Zfp507	0.0146113240028152	-0.0250721145056947	0.000351179854733957	6.93436367427805e-16	0.0396834385085099	0	0	0
Nbeal1	0.0181765959283177	-0.0214927816622396	1.77128394833196e-21	4.40189558112558e-52	0.0396693775905573	0	0	0
Slc44a2	0.0145077942430335	-0.0251545116197395	0.00175862301452473	2.9014232031823e-13	0.039662305862773	1	0	-1
Dcun1d5	0.0151678281665016	-0.0244849155834114	0.00995116702532042	2.4021198713621e-10	0.039652743749913	0	0	0
Ints13	0.0201095665417145	-0.0195408313788563	7.90755304219576e-05	1.92393813184688e-07	0.0396503979205708	0	0	0
Rtf2	0.0162505742521951	-0.0233944884989579	6.21457982095875e-05	2.96309128562167e-18	0.039645062751153	0	0	0
Hcn1	0.0241005801893061	-0.0155388242635835	2.11633983788986e-56	7.39755532314199e-33	0.0396394044528896	2	2	0
Sec24b	0.0200265069574097	-0.0195984700090809	6.72410564092822e-18	2.87316423376377e-26	0.0396249769664906	0	0	0
Zfp638	0.0179800609944165	-0.0216443986324064	6.56074178304615e-10	1.35076904518924e-20	0.0396244596268229	1	0	-1
Prmt9	0.0201328063811813	-0.0194862672336618	2.26995939057783e-07	4.75754455959541e-10	0.0396190736148431	0	0	0
Mtmr14	0.0183606502870172	-0.0212478472976667	5.86579221953199e-07	5.02034803696231e-16	0.0396084975846838	0	0	0
Rbl2	0.0164564110524534	-0.0231459697601115	3.13680108634799e-09	9.49429689599194e-33	0.039602380812565	0	1	1
3110040N11Rik	0.0245080616923585	-0.015092400521053	0.00227721142729409	0.0123578201214027	0.0396004622134115	0	0	0
Arrdc1	0.0193943024902364	-0.0201897936855304	0.0375364999935726	0.00251163692191934	0.0395840961757669	0	1	1
Ankmy2	0.0147390440815138	-0.0248428643417985	1.27509524016706e-06	5.48863031460063e-31	0.0395819084233124	1	2	1
Arrdc3	0.0297854292598159	-0.00979388774715234	4.27509882259933e-08	0.0332874972710714	0.0395793170069682	0	1	1
Spock2	0.0226023843580442	-0.0169744841592511	0.000176314627293253	0.00122886124647835	0.0395768685172953	1	1	0
Ap1m1	0.0256403703040898	-0.0139361514436099	0.00103611172680478	0.00666395649264464	0.0395765217476997	0	0	0
Cep164	0.0191731994962472	-0.0204024615357912	2.54296487183323e-09	1.06701031021716e-14	0.0395756610320384	5	2	-3
Setdb1	0.0186444625539239	-0.0208956598433878	2.3068998288827e-06	3.89370070446977e-13	0.0395401223973117	0	0	0
Edem1	0.0254025652197247	-0.0141312926795314	7.45098046488583e-09	2.80526971923985e-05	0.0395338578992561	1	1	0
Atp6v1h	0.0200575782621558	-0.0194646245642753	7.38395569109427e-11	1.74143725631918e-16	0.0395222028264311	2	3	1
Ttyh2	0.0269471251019595	-0.0125697060719181	1.57424680557746e-10	0.000478002606455736	0.0395168311738776	0	0	0
Ezh1	0.0159631823588988	-0.0235354094436532	3.48822469073451e-05	3.48438355480936e-20	0.039498591802552	0	0	0
Adcy8	0.0233209238088742	-0.016170602044563	1.88210048289894e-34	2.09008418795945e-29	0.0394915258534372	3	6	3
Lrrc19	0.0203914390237704	-0.0190773335261755	0.0019264230784725	7.85780235778932e-07	0.0394687725499459	0	0	0
Ahcyl2	0.0133300419697208	-0.0261224922167296	3.60528565423976e-09	4.47534732228258e-50	0.0394525341864504	0	1	1
Sh3glb1	0.0217175971274944	-0.0177286792206104	6.61384829198475e-09	3.87522486729479e-10	0.0394462763481048	0	1	1
Cic	0.0211764985206985	-0.0182668948405746	0.00010270800235256	1.84545255598601e-05	0.0394433933612732	0	2	2
Cd2ap	0.0199376938030946	-0.0194917968565338	3.60848079918664e-13	1.65136676182545e-18	0.0394294906596284	0	0	0
Ebf1	0.0168536722292514	-0.0225464397218257	2.33272661360632e-47	5.70607446735494e-122	0.039400111951077	6	5	-1
Gm20458	0.0195409705900341	-0.0198569388150091	7.56384261673391e-05	2.51007257012902e-10	0.0393979094050432	0	0	0
Lpcat1	0.0290483413687908	-0.010349526091044	1.90253480411358e-12	0.00382316783579979	0.0393978674598348	4	2	-2
Cox15	0.0167095894097404	-0.0226761303255271	2.72172805575052e-05	3.90002222451993e-16	0.0393857197352676	0	0	0
Lmbr1l	0.0175382843743703	-0.0218356124895901	0.0109867486822477	1.79292321436659e-06	0.0393738968639605	0	1	1
Crcp	0.0244918347197142	-0.0148819111088686	2.42465842015056e-09	6.3953434536196e-06	0.0393737458285828	0	0	0
Stt3b	0.0170727196483974	-0.0222923708640574	1.52661385775255e-08	6.26129048613189e-19	0.0393650905124548	1	0	-1
Csnk1d	0.0179044308200583	-0.0214538067262205	0.00274737357960504	7.73432588752703e-06	0.0393582375462789	0	0	0
Cep350	0.0166294548369627	-0.0227208539723302	2.66247406297521e-15	5.28130757321901e-41	0.0393503088092929	0	0	0
Polk	0.0151160419613224	-0.0242288038113891	4.04080341848493e-11	2.59354367383611e-60	0.0393448457727115	0	1	1
Hmgn3	0.0187872885709638	-0.0205320212805384	9.18922221736739e-06	1.87542684440914e-08	0.0393193098515021	0	0	0
Fam98a	0.0146316484375697	-0.0246868714565094	0.0156315331999857	1.91129876525586e-08	0.0393185198940791	0	1	1
Zdhhc3	0.0175091523690827	-0.0218088738548499	1.13580697352134e-06	6.71015925739606e-17	0.0393180262239326	0	0	0
Exosc7	0.0182455925462665	-0.0210696745797259	0.000344840303058211	1.25859510435818e-09	0.0393152671259923	0	0	0
Pi4ka	0.01631480514843	-0.0229686544528078	5.55106460371222e-11	1.77088344217898e-33	0.0392834596012378	0	0	0
Trmt11	0.0177543403289602	-0.0215212911393032	2.25143253940478e-09	5.23287145807899e-23	0.0392756314682633	0	0	0
Ctr9	0.0207813791642016	-0.0184846537376932	2.14846285806809e-08	4.27175546617476e-13	0.0392660329018948	0	0	0
Kdf1	0.0165189277166219	-0.0227419156417366	0.0310100445333454	6.78331842451568e-07	0.0392608433583585	0	0	0
Stx12	0.0168086309722053	-0.0224303365819793	0.000101844035682603	1.12014697241542e-11	0.0392389675541846	0	0	0
Rgl2	0.0179229115730601	-0.0213140519829931	0.0482215765304298	1.72720627534536e-05	0.0392369635560533	0	0	0
Tead4	0.0201468527808033	-0.0190767540624572	5.55677541926907e-11	3.33277215378319e-13	0.0392236068432605	2	2	0
Mrpl17	0.0234170247953135	-0.0157907952204184	0.0247354668646205	0.0258314942844546	0.0392078200157319	0	0	0
Gm20390	0.0203743073580183	-0.0188228630802878	0.00143985965870127	1.2723391444018e-05	0.039197170438306	0	0	0
Pmpcb	0.0200213744302991	-0.0191697415297173	3.759498085076e-05	1.81257301997401e-08	0.0391911159600163	0	0	0
Ppp1r21	0.0205833478820803	-0.0186055038990252	1.44776497622368e-12	5.2283471633882e-15	0.0391888517811055	0	1	1
Rfesd	0.0186913562687544	-0.0204972677872981	0.019469148185424	6.48952784231248e-05	0.0391886240560525	0	1	1
Txndc15	0.020249690583786	-0.0189375441004206	0.0126282984909296	0.00234580090650018	0.0391872346842067	0	0	0
Hsdl1	0.016865016851381	-0.0223080527800103	0.00268956141547039	4.14588282107297e-09	0.0391730696313913	0	0	0
Anks1	0.0200616744325496	-0.0191060320448672	1.37797310650317e-22	1.13679863484447e-24	0.0391677064774167	0	0	0
Zfp236	0.0170955550414646	-0.0220655417414691	1.0788016664616e-14	6.41407850161824e-32	0.0391610967829338	1	2	1
Ssr2	0.0242234480275187	-0.0149372048927379	0.000740609280841437	0.00092977724872924	0.0391606529202566	0	0	0
Prpf40b	0.0137969907286278	-0.0253532404272266	0.0246606390634464	5.13372233503757e-09	0.0391502311558544	0	0	0
Yju2	0.0231169160414975	-0.0159961062784745	0.00523328138413954	0.000635812211541664	0.039113022319972	0	0	0
Asb8	0.017709807419569	-0.0213998424908999	2.74215061905417e-05	7.50699282942687e-14	0.0391096499104688	0	0	0
Klf7	0.0192608092278544	-0.0198444225990343	3.07933931809812e-13	3.32228347733614e-13	0.0391052318268887	10	15	5
1110051M20Rik	0.01295217365253	-0.0261493292500297	8.46125509809084e-09	1.27590154385985e-56	0.0391015029025597	0	0	0
Pggt1b	0.016743780845737	-0.0223556875178634	6.64666537716802e-06	2.37868683248125e-15	0.0390994683636004	0	0	0
Znhit1	0.0253847162956374	-0.0137039001200472	0.0205338761729472	0.0071298279632108	0.0390886164156847	0	0	0
Epc1	0.0180554801845771	-0.0210231043947672	5.66068294604342e-09	5.24741927341074e-13	0.0390785845793443	0	0	0
Mbtps2	0.0260857683813923	-0.0129912041102146	3.36100744206285e-09	1.36287591300196e-06	0.0390769724916069	0	0	0
Lancl2	0.0204736655426142	-0.0186009862885052	0.000185635530477367	1.0806431543312e-05	0.0390746518311194	0	0	0
Stx18	0.0121243073362565	-0.0269413361999177	4.04448453771324e-05	2.62493241510747e-38	0.0390656435361742	2	1	-1
Smad9	0.0170345385685902	-0.0220287700573366	1.40914270981585e-08	9.70300128685097e-28	0.0390633086259268	1	1	0
Gm973	0.0297760499366355	-0.00927834930322857	6.05325274945863e-40	3.569584344319e-06	0.0390543992398641	3	5	2
2610301B20Rik	0.021552132427693	-0.0174935631861308	7.47154909937197e-07	9.84884749880353e-11	0.0390456956138239	0	0	0
Rc3h1	0.0174395262443273	-0.021598961532123	5.39887049908667e-06	2.98475947966865e-12	0.0390384877764504	0	1	1
Cstf1	0.0169238576010032	-0.0221097225793623	0.00280866933465713	2.37033761371896e-09	0.0390335801803655	0	0	0
Exosc9	0.0155122098390249	-0.0235085545830471	0.0440725377249055	2.41412830077519e-09	0.039020764422072	0	0	0
Sclt1	0.0182359908572955	-0.0207526551607768	2.33613894789728e-14	1.11147864741977e-38	0.0389886460180724	0	1	1
Mrpl15	0.015609549196318	-0.0233751373853938	0.0119821342856409	1.82573518175921e-08	0.0389846865817117	0	0	0
Appl2	0.0301954107628805	-0.00878612295523662	4.10648902912177e-16	0.0274879369245029	0.0389815337181171	3	2	-1
Plxna2	0.018172222209433	-0.0208026867768259	1.33314360754677e-10	4.78675446440264e-18	0.0389749089862589	17	15	-2
Txnrd1	0.0167524835007387	-0.0222215972087845	2.90340350958931e-10	4.73142123276292e-35	0.0389740807095232	0	0	0
Kat8	0.0205760935184248	-0.0183959963638151	0.0018443819203941	1.3805142472104e-05	0.0389720898822399	0	0	0
Eif2b3	0.0174088902735848	-0.0215597261730634	1.24517053497198e-08	9.86203130742012e-26	0.0389686164466482	0	0	0
Fbl	0.0181824883914201	-0.0207818017206767	0.0186963257658307	2.47477077225456e-05	0.0389642901120968	0	0	0
Pcdhga6	0.0193217854922969	-0.0196342806520998	5.2204573642345e-25	8.11648729016065e-64	0.0389560661443967	0	0	0
Abcb7	0.0184777859160171	-0.0204686575852153	9.55968588620116e-10	7.09782938122386e-22	0.0389464435012324	0	0	0
Sh3bgr	0.0293296073209474	-0.00961576303541756	8.65321178047851e-09	0.026563674245772	0.0389453703563649	0	1	1
Dock3	0.0162952984311637	-0.0226133910690373	6.4468868924104e-20	7.86022840997681e-52	0.038908689500201	0	2	2
Psmd5	0.0209616344904849	-0.0179274328556592	3.92486289562255e-06	2.93851280618225e-09	0.0388890673461442	0	0	0
Blzf1	0.0242611659098959	-0.0146194799783103	2.56812164754964e-06	6.07220455700904e-06	0.0388806458882062	0	0	0
Slc39a10	0.0180583907858765	-0.020796418732442	2.54110004523562e-10	4.09961892957644e-25	0.0388548095183184	1	0	-1
Prkrip1	0.0185465719412556	-0.0203066371448973	0.000714449881298115	5.95878080192103e-08	0.0388532090861529	0	0	0
Tmem120b	0.0180838954688076	-0.0207473470203793	8.48377070649151e-07	3.74114404405764e-13	0.0388312424891869	0	0	0
Serinc5	0.0189528608587041	-0.0198762830269785	1.4712859607676e-13	3.13670632130502e-22	0.0388291438856825	3	2	-1
Impa1	0.0176744980192077	-0.0211443525770894	0.000240428343623295	8.32360024951929e-09	0.0388188505962971	0	0	0
Ece2	0.016396841552067	-0.0224158907725915	0.022961771914548	1.32995269395013e-06	0.0388127323246585	0	0	0
Ago3	0.0152410574837923	-0.0235658331025918	3.61737889432136e-09	5.37011470590688e-37	0.0388068905863842	0	0	0
Anapc1	0.0185367310084443	-0.0202580952972236	9.53857310441976e-16	1.46313519992163e-35	0.0387948263056679	0	0	0
Rcn2	0.0162509606747795	-0.0225426915710809	0.00332086023000004	7.28387548413422e-07	0.0387936522458604	0	0	0
Vrk3	0.0226588687227919	-0.0161310060924073	1.56475115514238e-06	1.31409720848927e-08	0.0387898748151992	0	0	0
Idh2	0.0219679436919346	-0.0167938906892956	0.000280954978071214	0.000877266930350613	0.0387618343812301	0	1	1
Srgap3	0.0223403728122302	-0.0164207868392474	4.6665581588473e-34	5.90816625692381e-20	0.0387611596514776	0	1	1
Gna12	0.0189446995024937	-0.0198070732330932	1.66219863924214e-08	7.2155935267719e-13	0.0387517727355869	1	0	-1
Enpp7	0.0166872994274719	-0.0220502633163917	0.0478750659028755	0.00118659929259847	0.0387375627438637	4	2	-2
Acadm	0.0196801065329776	-0.0190550719127513	2.93671619828226e-09	1.71737990531555e-15	0.0387351784457289	1	1	0
Sv2c	0.0093020461999026	-0.029422913717443	1.19099300633298e-07	5.83920024325448e-152	0.0387249599173456	4	5	1
Gphn	0.0170872536740504	-0.0216355947975347	7.48124801753546e-30	6.26074017814074e-69	0.0387228484715851	0	3	3
Eif3l	0.0196802606096216	-0.0189992671155307	4.19339874802453e-06	6.79627400431011e-10	0.0386795277251523	0	0	0
Mcf2l	0.0267902859333699	-0.0118440912142046	1.02934085214822e-32	5.12336794609427e-09	0.0386343771475745	4	5	1
Psmb7	0.0186343351816591	-0.0199780757448813	1.10454764567176e-06	2.81890363905245e-11	0.0386124109265404	3	1	-2
Xrcc6	0.0208956723209155	-0.0177146162457717	1.18972908285042e-10	1.50719755650269e-13	0.0386102885666872	0	0	0
Psmc4	0.0224850930719117	-0.0161241348596802	0.000955438919978376	0.000741811057461123	0.0386092279315919	0	0	0
Fbxo17	0.0141485774065133	-0.0244589670199159	0.0118731431589805	3.91464922927288e-10	0.0386075444264292	0	0	0
Racgap1	0.0264553933919618	-0.012095308034519	1.20326964315608e-13	5.75416368347345e-05	0.0385507014264808	0	0	0
Eif2ak3	0.0177926879258981	-0.0207575356831123	2.96942778665068e-10	7.71557970127047e-23	0.0385502236090103	1	1	0
Ap4e1	0.0173219558145336	-0.0212241802294869	1.71002834140214e-10	2.13755713366048e-27	0.0385461360440204	0	0	0
Map4	0.0197875085004636	-0.0187500876819257	4.3988094852168e-15	3.89508284551391e-20	0.0385375961823893	1	1	0
Lrp3	0.0158426147030791	-0.0226643246763825	0.0387425025153941	0.000198665212585633	0.0385069393794616	0	0	0
Gm28635	0.0173367154872769	-0.0211459816867899	3.75868574126635e-10	1.29368288697676e-25	0.0384826971740668	0	0	0
Mtmr12	0.0213472677679738	-0.0171314765363672	1.08061899094056e-12	2.92079330805002e-12	0.038478744304341	1	1	0
Mob3a	0.0149508068990636	-0.0235171952265004	0.0137997491648414	1.54720704138613e-08	0.038468002125564	0	0	0
Ldah	0.015841742400601	-0.0226180142515569	1.99569159398164e-11	1.48148354521139e-37	0.0384597566521579	0	0	0
Banp	0.0165442261513896	-0.0219114758993853	9.48426580966255e-09	7.05149465673852e-19	0.038455702050775	1	0	-1
Alg9	0.0195574328548833	-0.018894173239811	5.07198941633896e-18	4.69256664779811e-29	0.0384516060946943	0	0	0
Faf1	0.0134655637963703	-0.0249844353197388	5.19023899997917e-14	2.46694299899976e-69	0.0384499991161091	0	0	0
Zfp763	0.0218791774931968	-0.0165641155475279	0.000472012760500986	0.000318787154606687	0.0384432930407246	0	0	0
Casd1	0.0152532894800959	-0.0231671272249687	7.31131913765978e-07	3.40746640625389e-21	0.0384204167050646	1	0	-1
Gtf3c3	0.0206542936297993	-0.0177646327471659	6.74402140300272e-08	4.84458444103203e-11	0.0384189263769652	0	0	0
Pkn1	0.01410587060907	-0.0242874850989373	0.000410992701185947	1.02563130303888e-16	0.0383933557080072	0	0	0
Rab3gap1	0.0180699593329283	-0.0203233536672919	4.45075026574539e-09	2.27262707934184e-18	0.0383933130002202	0	0	0
Mier1	0.0185460850648045	-0.01984518365863	2.15032363087052e-07	2.82545949126926e-13	0.0383912687234345	0	0	0
Fam192a	0.0147472889026767	-0.0236232851126798	0.00154624662350801	1.36097451121908e-12	0.0383705740153565	0	0	0
Cpsf3	0.016962291808377	-0.0213984510429548	4.52955693230654e-06	6.86584138738251e-18	0.0383607428513319	3	1	-2
B3galnt1	0.0184310588427821	-0.0199283187030242	0.00110794735481519	1.43498368838493e-05	0.0383593775458063	3	4	1
Luzp1	0.0134632101870331	-0.0248932632557816	0.00126196253590767	1.24121195890222e-13	0.0383564734428147	0	0	0
Pbx3	0.0174888468246667	-0.0208501932601634	6.33286222165591e-19	1.22708200598012e-43	0.03833904008483	2	4	2
Usp37	0.0193060831029399	-0.0190163058298265	4.25694631790367e-14	1.35896554495038e-27	0.0383223889327664	0	0	0
Plek	0.0169748832244869	-0.0213335885581199	2.71112599457201e-08	5.57661212890872e-22	0.0383084717826068	0	0	0
Dap3	0.0220052409876325	-0.0162810222730724	1.27737959974158e-07	1.76799379388395e-07	0.0382862632607048	0	0	0
Gtf2a2	0.0216873938698876	-0.0165952010938392	0.0377902878325015	0.0042148980039598	0.0382825949637268	0	0	0
Map3k12	0.0210859253511329	-0.0171913069283258	0.000838131598795037	0.00724619547769107	0.0382772322794586	0	0	0
Tmem68	0.0191331999034572	-0.0191372908178172	0.000717672079817501	4.56287884524937e-06	0.0382704907212744	0	0	0
Rnpc3	0.0161551910623375	-0.0221131198065194	0.00176537101605324	6.56058844591433e-09	0.038268310868857	0	0	0
Vps36	0.020245020804868	-0.0180091999001836	1.95964627168611e-09	3.34590321492375e-13	0.0382542207050516	0	0	0
Vps35l	0.0239836044798305	-0.0142704494841509	6.79287460365854e-29	1.43274126919133e-15	0.0382540539639814	1	1	0
Phrf1	0.0146579696978073	-0.0235885168646168	0.00166762648745638	8.41656232973163e-13	0.0382464865624241	0	0	0
Usp6nl	0.0175704851051561	-0.0206596203737515	7.29320153100646e-20	5.20960713198749e-37	0.0382301054789076	12	12	0
Auh	0.0155535368646096	-0.0226713604156482	2.35980997900255e-12	1.95444528516985e-34	0.0382248972802577	0	1	1
Crebl2	0.0148946990979698	-0.0233223999714411	0.00588860714252337	4.28435602602424e-10	0.0382170990694109	0	0	0
Pds5a	0.014529629156511	-0.0236781085205191	2.04377916403788e-07	5.1400616609597e-26	0.0382077376770301	0	0	0
Aggf1	0.015591850951308	-0.0226071154972595	5.51177943113096e-05	6.94852620986456e-17	0.0381989664485675	0	0	0
Myo9a	0.0183794265631929	-0.019818880587224	1.77172010967487e-18	1.49789610001743e-28	0.0381983071504169	0	0	0
Supt16	0.0166148930123068	-0.0215798034521705	5.48547015119903e-05	2.17327660921479e-12	0.0381946964644773	0	0	0
Pskh1	0.0174757302336	-0.0207172835117465	0.000400454903505181	2.00703089350834e-08	0.0381930137453465	0	0	0
Bend6	0.0187034872067832	-0.0194871295318044	2.70377169738649e-08	3.80777524030254e-13	0.0381906167385875	0	0	0
Rpf1	0.0184726644966603	-0.0197149891979247	3.11238290676291e-05	1.6396006540945e-09	0.038187653694585	0	0	0
Dhx38	0.0248771827791492	-0.0133101799717401	6.13197991235283e-11	8.22344541913617e-11	0.0381873627508892	0	0	0
Olfr316	0.0226142914053434	-0.015572182067131	0.0411873669376181	0.00190616698656747	0.0381864734724745	0	0	0
Zbtb6	0.014387597488987	-0.0237863645808375	0.0372011908837759	3.21166552208081e-07	0.0381739620698245	0	0	0
Tcaim	0.0174101115471579	-0.0207586831327095	2.1972111912686e-05	9.42631571792942e-14	0.0381687946798674	0	0	0
Nrg2	0.02279561089188	-0.0153690353026929	8.31653445959087e-27	8.5692674474953e-13	0.0381646461945729	0	1	1
Bet1	0.0178077020874233	-0.0203421248714464	0.0460700038786318	1.5303038466532e-05	0.0381498269588697	0	0	0
9130019O22Rik	0.0231627209900527	-0.014970080072743	0.00190300863223528	0.00608494744054197	0.0381328010627956	0	0	0
Ublcp1	0.0204276119209968	-0.0176978426549794	0.000488031552710086	2.43477905608727e-07	0.0381254545759763	0	0	0
Dync1h1	0.0187737546492104	-0.0193511968667379	8.20822965445765e-22	6.61291299918372e-35	0.0381249515159483	0	0	0
Eml5	0.0162473547242851	-0.0218629726087826	1.06402132886477e-10	4.02757321960608e-28	0.0381103273330677	0	0	0
Snap91	0.0114658695588643	-0.0266441196194122	7.15971682384352e-06	3.60373954088952e-38	0.0381099891782765	0	0	0
